"Stadium","Year","Spectator Count","Duration of Game","Stadium Capacity","Capacity Percentage"
"Coors Field",2023,47085,167,46897,100.4
"Coors Field",2023,28437,176,46897,60.64
"Coors Field",2024,33054,161,46897,70.48
"Coors Field",2024,26204,168,46897,55.88
"Coors Field",2024,46169,181,46897,98.45
"Coors Field",2021,19150,181,46897,40.83
"Coors Field",2021,20363,199,46897,43.42
"Coors Field",2022,23800,182,46897,50.75
"Coors Field",2024,34509,169,46897,73.58
"Coors Field",2024,30673,166,46897,65.41
"Coors Field",2022,25735,220,46897,54.88
"Coors Field",2024,18454,134,46897,39.35
"Coors Field",2022,35450,206,46897,75.59
"Coors Field",2023,24197,166,46897,51.6
"Coors Field",2021,20136,250,46897,42.94
"Coors Field",2023,45085,172,46897,96.14
"Coors Field",2022,20737,175,46897,44.22
"Coors Field",2024,30407,136,46897,64.84
"Coors Field",2022,34505,203,46897,73.58
"Coors Field",2023,30869,158,46897,65.82
"Coors Field",2022,30293,195,46897,64.59
"Coors Field",2023,22654,159,46897,48.31
"Coors Field",2023,27425,155,46897,58.48
"Coors Field",2023,34399,170,46897,73.35
"Coors Field",2022,27546,226,46897,58.74
"Coors Field",2021,27967,207,46897,59.63
"Coors Field",2023,46601,172,46897,99.37
"Coors Field",2023,19470,148,46897,41.52
"Coors Field",2021,11968,175,46897,25.52
"Coors Field",2023,47239,145,46897,100.73
"Coors Field",2023,37262,188,46897,79.45
"Coors Field",2023,40213,134,46897,85.75
"Coors Field",2023,20640,161,46897,44.01
"Coors Field",2024,20532,166,46897,43.78
"Coors Field",2023,38738,151,46897,82.6
"Coors Field",2022,25783,178,46897,54.98
"Coors Field",2021,28281,171,46897,60.3
"Coors Field",2021,23716,179,46897,50.57
"Coors Field",2023,31900,151,46897,68.02
"Coors Field",2021,20358,215,46897,43.41
"Coors Field",2021,32092,182,46897,68.43
"Coors Field",2021,23869,210,46897,50.9
"Coors Field",2021,20570,226,46897,43.86
"Coors Field",2022,20758,159,46897,44.26
"Coors Field",2023,30619,197,46897,65.29
"Coors Field",2023,34006,171,46897,72.51
"Coors Field",2022,35233,167,46897,75.13
"Coors Field",2023,30620,178,46897,65.29
"Coors Field",2023,45274,173,46897,96.54
"Coors Field",2024,20526,161,46897,43.77
"Coors Field",2021,44251,197,46897,94.36
"Coors Field",2023,30647,163,46897,65.35
"Daikin Park",2024,33603,151,41168,81.62
"Daikin Park",2022,37406,164,41168,90.86
"Daikin Park",2024,33468,181,41168,81.3
"Daikin Park",2023,38621,141,41168,93.81
"Daikin Park",2023,40136,172,41168,97.49
"Daikin Park",2024,40229,151,41168,97.72
"Daikin Park",2024,37014,147,41168,89.91
"Daikin Park",2022,27521,226,41168,66.85
"Daikin Park",2022,34534,196,41168,83.89
"Daikin Park",2023,40545,144,41168,98.49
"Daikin Park",2022,36934,164,41168,89.72
"Daikin Park",2022,29799,171,41168,72.38
"Daikin Park",2023,37973,197,41168,92.24
"Daikin Park",2022,26534,209,41168,64.45
"Daikin Park",2023,32602,167,41168,79.19
"Daikin Park",2021,31608,180,41168,76.78
"Daikin Park",2023,39257,155,41168,95.36
"Daikin Park",2021,37050,190,41168,90
"Daikin Park",2022,32295,162,41168,78.45
"Daikin Park",2022,38020,186,41168,92.35
"Daikin Park",2022,35809,176,41168,86.98
"Daikin Park",2022,35773,188,41168,86.9
"Daikin Park",2024,32407,187,41168,78.72
"Daikin Park",2022,32324,179,41168,78.52
"Daikin Park",2022,35670,209,41168,86.64
"Daikin Park",2022,31035,177,41168,75.39
"Daikin Park",2022,33320,191,41168,80.94
"Daikin Park",2023,41152,163,41168,99.96
"Daikin Park",2024,37107,128,41168,90.14
"Daikin Park",2024,37008,147,41168,89.9
"Daikin Park",2021,13668,172,41168,33.2
"Daikin Park",2024,34144,175,41168,82.94
"Daikin Park",2024,37328,150,41168,90.67
"Daikin Park",2023,37932,155,41168,92.14
"Daikin Park",2022,31559,188,41168,76.66
"Daikin Park",2022,35294,177,41168,85.73
"Daikin Park",2024,37307,168,41168,90.62
"Daikin Park",2022,39342,191,41168,95.56
"Daikin Park",2021,27526,238,41168,66.86
"Daikin Park",2022,29341,201,41168,71.27
"Daikin Park",2021,30346,233,41168,73.71
"Daikin Park",2022,37480,208,41168,91.04
"Daikin Park",2023,30165,165,41168,73.27
"Daikin Park",2021,26208,194,41168,63.66
"Daikin Park",2023,31590,192,41168,76.73
"Daikin Park",2024,38574,167,41168,93.7
"Daikin Park",2023,41669,166,41168,101.22
"Daikin Park",2021,29019,167,41168,70.49
"Daikin Park",2023,29272,201,41168,71.1
"Daikin Park",2023,37522,163,41168,91.14
"Daikin Park",2024,32715,143,41168,79.47
"Daikin Park",2023,34604,150,41168,84.06
"Daikin Park",2021,19089,226,41168,46.37
"Daikin Park",2022,32901,207,41168,79.92
"Daikin Park",2024,39631,186,41168,96.27
"Daikin Park",2024,32070,156,41168,77.9
"Daikin Park",2023,39533,146,41168,96.03
"Daikin Park",2024,32219,165,41168,78.26
"Daikin Park",2022,39434,159,41168,95.79
"Daikin Park",2022,37385,208,41168,90.81
"Daikin Park",2022,38533,188,41168,93.6
"Daikin Park",2021,20353,209,41168,49.44
"Daikin Park",2021,21795,165,41168,52.94
"Daikin Park",2023,36642,197,41168,89.01
"Daikin Park",2022,26543,194,41168,64.47
"Daikin Park",2021,28931,208,41168,70.28
"Daikin Park",2024,39666,142,41168,96.35
"Daikin Park",2021,23449,203,41168,56.96
"Daikin Park",2022,28762,184,41168,69.86
"Daikin Park",2023,37112,166,41168,90.15
"Daikin Park",2022,30629,169,41168,74.4
"Daikin Park",2023,41453,160,41168,100.69
"Daikin Park",2021,22200,184,41168,53.93
"Daikin Park",2023,38303,192,41168,93.04
"Daikin Park",2022,29049,188,41168,70.56
"Daikin Park",2023,41240,171,41168,100.17
"Daikin Park",2021,39821,198,41168,96.73
"Daikin Park",2024,34205,145,41168,83.09
"Daikin Park",2024,33409,166,41168,81.15
"Daikin Park",2023,41427,182,41168,100.63
"Daikin Park",2024,26377,143,41168,64.07
"Daikin Park",2024,35739,173,41168,86.81
"Daikin Park",2022,30872,173,41168,74.99
"Daikin Park",2022,31229,179,41168,75.86
"Daikin Park",2021,22595,220,41168,54.88
"Daikin Park",2024,40522,171,41168,98.43
"Daikin Park",2023,38060,154,41168,92.45
"Daikin Park",2022,38906,160,41168,94.51
"Daikin Park",2024,34218,155,41168,83.12
"Daikin Park",2023,39546,150,41168,96.06
"Daikin Park",2021,35627,179,41168,86.54
"Daikin Park",2023,38280,173,41168,92.98
"Daikin Park",2023,37519,191,41168,91.14
"Daikin Park",2021,28543,195,41168,69.33
"Daikin Park",2021,22735,181,41168,55.22
"Daikin Park",2023,34737,159,41168,84.38
"Daikin Park",2024,36759,154,41168,89.29
"Daikin Park",2023,40004,180,41168,97.17
"Daikin Park",2021,25314,224,41168,61.49
"Daikin Park",2024,34554,159,41168,83.93
"Daikin Park",2024,34242,169,41168,83.18
"Daikin Park",2023,40311,153,41168,97.92
"Daikin Park",2024,33796,156,41168,82.09
"Daikin Park",2023,37864,158,41168,91.97
"Daikin Park",2023,30873,165,41168,74.99
"Daikin Park",2023,40831,140,41168,99.18
"Daikin Park",2022,34109,181,41168,82.85
"Daikin Park",2022,23796,192,41168,57.8
"Daikin Park",2021,31323,308,41168,76.09
"Daikin Park",2021,17350,153,41168,42.14
"Daikin Park",2022,25412,180,41168,61.73
"Daikin Park",2022,26670,221,41168,64.78
"Daikin Park",2023,41692,165,41168,101.27
"Daikin Park",2021,37928,218,41168,92.13
"Daikin Park",2022,28284,182,41168,68.7
"Daikin Park",2023,40405,134,41168,98.15
"Daikin Park",2023,35413,155,41168,86.02
"Daikin Park",2021,23888,197,41168,58.03
"Daikin Park",2023,29807,145,41168,72.4
"Daikin Park",2022,35140,182,41168,85.36
"Daikin Park",2021,24495,181,41168,59.5
"Daikin Park",2024,36234,194,41168,88.01
"Daikin Park",2023,30915,158,41168,75.09
"Daikin Park",2021,22664,177,41168,55.05
"Daikin Park",2021,25858,206,41168,62.81
"Daikin Park",2021,24355,210,41168,59.16
"Daikin Park",2023,38279,212,41168,92.98
"Daikin Park",2021,26899,185,41168,65.34
"Daikin Park",2021,41259,180,41168,100.22
"Daikin Park",2024,39666,174,41168,96.35
"Daikin Park",2022,39125,155,41168,95.04
"Daikin Park",2022,31230,199,41168,75.86
"Daikin Park",2021,26069,183,41168,63.32
"Daikin Park",2021,29243,172,41168,71.03
"Daikin Park",2021,35210,190,41168,85.53
"Daikin Park",2023,37144,217,41168,90.23
"Daikin Park",2024,38818,154,41168,94.29
"Daikin Park",2021,31547,222,41168,76.63
"Daikin Park",2024,41819,170,41168,101.58
"Daikin Park",2024,32047,120,41168,77.84
"Daikin Park",2024,39842,183,41168,96.78
"Daikin Park",2024,26225,153,41168,63.7
"Daikin Park",2022,36075,174,41168,87.63
"Daikin Park",2021,30939,185,41168,75.15
"Daikin Park",2024,28124,124,41168,68.32
"Daikin Park",2023,41066,151,41168,99.75
"Daikin Park",2021,29908,202,41168,72.65
"Daikin Park",2024,36178,181,41168,87.88
"Daikin Park",2021,13695,237,41168,33.27
"Daikin Park",2024,34154,185,41168,82.96
"Daikin Park",2022,35185,182,41168,85.47
"Daikin Park",2021,25794,189,41168,62.66
"Daikin Park",2022,24110,181,41168,58.56
"Daikin Park",2024,41418,166,41168,100.61
"Daikin Park",2024,40502,169,41168,98.38
"Daikin Park",2022,37187,172,41168,90.33
"Daikin Park",2024,36903,159,41168,89.64
"Daikin Park",2023,36427,176,41168,88.48
"Daikin Park",2021,18742,215,41168,45.53
"Daikin Park",2023,41033,158,41168,99.67
"Daikin Park",2023,41073,169,41168,99.77
"Daikin Park",2024,38596,206,41168,93.75
"Daikin Park",2021,32045,283,41168,77.84
"Daikin Park",2023,34280,139,41168,83.27
"Daikin Park",2024,35205,149,41168,85.52
"Daikin Park",2023,38592,165,41168,93.74
"Daikin Park",2021,15779,184,41168,38.33
"Daikin Park",2023,43032,158,41168,104.53
"Daikin Park",2022,36048,203,41168,87.56
"Daikin Park",2023,36504,146,41168,88.67
"Daikin Park",2021,24853,187,41168,60.37
"Daikin Park",2022,26621,165,41168,64.66
"Daikin Park",2023,39820,146,41168,96.73
"Daikin Park",2022,36225,194,41168,87.99
"Daikin Park",2021,34443,207,41168,83.66
"Daikin Park",2023,30613,152,41168,74.36
"Daikin Park",2021,29752,172,41168,72.27
"Daikin Park",2023,34456,200,41168,83.7
"Daikin Park",2021,29631,234,41168,71.98
"Daikin Park",2022,35332,171,41168,85.82
"Daikin Park",2024,41247,174,41168,100.19
"Daikin Park",2022,34078,171,41168,82.78
"Daikin Park",2021,25802,203,41168,62.67
"Daikin Park",2023,40744,176,41168,98.97
"Daikin Park",2022,32432,169,41168,78.78
"Daikin Park",2023,41514,164,41168,100.84
"Daikin Park",2023,39122,179,41168,95.03
"Daikin Park",2023,34037,156,41168,82.68
"Daikin Park",2021,21963,205,41168,53.35
"Daikin Park",2024,33430,153,41168,81.2
"Daikin Park",2024,37169,123,41168,90.29
"Daikin Park",2023,42835,186,41168,104.05
"Daikin Park",2024,38195,146,41168,92.78
"Daikin Park",2022,40674,174,41168,98.8
"Daikin Park",2024,30720,141,41168,74.62
"Daikin Park",2024,30599,138,41168,74.33
"Daikin Park",2024,30038,140,41168,72.96
"Daikin Park",2021,28740,217,41168,69.81
"Daikin Park",2021,17080,207,41168,41.49
"Daikin Park",2024,34776,138,41168,84.47
"Daikin Park",2021,26762,234,41168,65.01
"Daikin Park",2022,36757,173,41168,89.29
"Daikin Park",2021,21781,184,41168,52.91
"Daikin Park",2021,16340,224,41168,39.69
"Daikin Park",2021,28763,199,41168,69.87
"Daikin Park",2022,33850,181,41168,82.22
"Daikin Park",2022,26239,217,41168,63.74
"Daikin Park",2022,32639,199,41168,79.28
"Daikin Park",2022,33936,199,41168,82.43
"Daikin Park",2021,40857,194,41168,99.24
"Daikin Park",2023,37127,170,41168,90.18
"Daikin Park",2024,26279,165,41168,63.83
"Daikin Park",2023,40357,159,41168,98.03
"Daikin Park",2022,36067,184,41168,87.61
"Daikin Park",2022,42646,202,41168,103.59
"Daikin Park",2024,26600,159,41168,64.61
"Daikin Park",2024,36280,175,41168,88.13
"Daikin Park",2021,26379,214,41168,64.08
"Daikin Park",2024,37279,136,41168,90.55
"Daikin Park",2022,39534,225,41168,96.03
"Daikin Park",2022,34526,175,41168,83.87
"Daikin Park",2024,29073,191,41168,70.62
"Daikin Park",2022,33509,180,41168,81.4
"Daikin Park",2021,21760,194,41168,52.86
"Daikin Park",2021,29208,228,41168,70.95
"Daikin Park",2024,34436,167,41168,83.65
"Daikin Park",2024,31954,154,41168,77.62
"Daikin Park",2024,28811,148,41168,69.98
"Daikin Park",2021,24419,259,41168,59.32
"Daikin Park",2023,41438,157,41168,100.66
"Daikin Park",2021,26353,195,41168,64.01
"Daikin Park",2022,37709,185,41168,91.6
"Daikin Park",2024,37675,181,41168,91.52
"Daikin Park",2021,29647,175,41168,72.01
"Daikin Park",2022,36747,171,41168,89.26
"Daikin Park",2023,38692,156,41168,93.99
"Daikin Park",2023,35323,191,41168,85.8
"Daikin Park",2022,23752,189,41168,57.7
"Daikin Park",2021,21052,225,41168,51.14
"Daikin Park",2024,34045,170,41168,82.7
"Daikin Park",2021,28321,184,41168,68.79
"Daikin Park",2024,36902,125,41168,89.64
"Daikin Park",2023,40398,178,41168,98.13
"Daikin Park",2021,30898,166,41168,75.05
"Daikin Park",2023,40719,146,41168,98.91
"Daikin Park",2023,36535,148,41168,88.75
"Daikin Park",2021,21765,190,41168,52.87
"Daikin Park",2023,39452,183,41168,95.83
"Daikin Park",2024,33107,153,41168,80.42
"Daikin Park",2021,28124,214,41168,68.32
"Daikin Park",2024,42642,161,41168,103.58
"Daikin Park",2022,30375,189,41168,73.78
"Daikin Park",2021,26825,247,41168,65.16
"Daikin Park",2021,21150,178,41168,51.37
"Daikin Park",2023,40333,169,41168,97.97
"Daikin Park",2023,33703,126,41168,81.87
"Daikin Park",2024,34212,150,41168,83.1
"Daikin Park",2024,27285,121,41168,66.28
"Daikin Park",2024,31334,159,41168,76.11
"Daikin Park",2022,35162,157,41168,85.41
"Daikin Park",2022,33419,148,41168,81.18
"Daikin Park",2022,31379,192,41168,76.22
"Daikin Park",2022,27070,160,41168,65.75
"Daikin Park",2022,36420,165,41168,88.47
"Daikin Park",2021,21768,194,41168,52.88
"Daikin Park",2024,30891,178,41168,75.04
"Daikin Park",2024,33855,139,41168,82.24
"Daikin Park",2022,30583,199,41168,74.29
"Daikin Park",2021,21820,200,41168,53
"Daikin Park",2023,40520,140,41168,98.43
"Daikin Park",2022,27321,168,41168,66.36
"Daikin Park",2023,34931,168,41168,84.85
"Daikin Park",2023,35749,170,41168,86.84
"Daikin Park",2023,34606,131,41168,84.06
"Daikin Park",2021,38853,195,41168,94.38
"Daikin Park",2021,14720,240,41168,35.76
"Daikin Park",2024,37518,167,41168,91.13
"Daikin Park",2021,13985,223,41168,33.97
"Daikin Park",2022,37349,174,41168,90.72
"Daikin Park",2023,35475,155,41168,86.17
"Daikin Park",2024,38622,144,41168,93.82
"Daikin Park",2024,41583,197,41168,101.01
"Daikin Park",2023,40562,150,41168,98.53
"Daikin Park",2022,24116,175,41168,58.58
"Daikin Park",2022,34163,229,41168,82.98
"Daikin Park",2024,29711,197,41168,72.17
"Daikin Park",2024,37776,141,41168,91.76
"Daikin Park",2023,39222,192,41168,95.27
"Daikin Park",2021,11862,187,41168,28.81
"Daikin Park",2021,14149,163,41168,34.37
"Daikin Park",2024,36908,176,41168,89.65
"Daikin Park",2024,42094,171,41168,102.25
"Daikin Park",2023,33042,173,41168,80.26
"Daikin Park",2024,29821,156,41168,72.44
"Daikin Park",2022,35415,195,41168,86.03
"Daikin Park",2022,26803,203,41168,65.11
"Daikin Park",2023,33185,158,41168,80.61
"Daikin Park",2021,25410,194,41168,61.72
"Daikin Park",2023,40573,192,41168,98.55
"Daikin Park",2022,32032,181,41168,77.81
"Daikin Park",2021,22964,201,41168,55.78
"Daikin Park",2024,41452,158,41168,100.69
"Daikin Park",2021,12707,209,41168,30.87
"Daikin Park",2021,26586,193,41168,64.58
"Daikin Park",2023,39516,180,41168,95.99
"Daikin Park",2023,39796,144,41168,96.67
"Daikin Park",2021,21728,213,41168,52.78
"Daikin Park",2024,33638,176,41168,81.71
"Daikin Park",2021,21712,187,41168,52.74
"Daikin Park",2021,32297,179,41168,78.45
"Daikin Park",2022,35467,175,41168,86.15
"Daikin Park",2024,25733,156,41168,62.51
"Daikin Park",2023,35050,191,41168,85.14
"Daikin Park",2024,39199,130,41168,95.22
"Daikin Park",2023,39343,166,41168,95.57
"Daikin Park",2022,38497,186,41168,93.51
"Daikin Park",2021,14413,160,41168,35.01
"Daikin Park",2024,35976,148,41168,87.39
"Daikin Park",2023,39421,148,41168,95.76
"Daikin Park",2022,34593,190,41168,84.03
"Daikin Park",2022,30212,216,41168,73.39
"Daikin Park",2023,31701,159,41168,77
"Daikin Park",2022,38745,190,41168,94.11
"Daikin Park",2024,32327,150,41168,78.52
"Dodger Stadium",2024,49044,158,56000,87.58
"Dodger Stadium",2023,48655,200,56000,86.88
"Dodger Stadium",2021,46315,162,56000,82.71
"Dodger Stadium",2021,43170,200,56000,77.09
"Dodger Stadium",2024,49073,141,56000,87.63
"Dodger Stadium",2021,52175,192,56000,93.17
"Dodger Stadium",2021,15129,181,56000,27.02
"Dodger Stadium",2021,52078,203,56000,93
"Dodger Stadium",2024,48251,149,56000,86.16
"Dodger Stadium",2023,52975,158,56000,94.6
"Dodger Stadium",2021,19097,218,56000,34.1
"Dodger Stadium",2022,50165,213,56000,89.58
"Dodger Stadium",2021,44952,175,56000,80.27
"Dodger Stadium",2021,49215,214,56000,87.88
"Dodger Stadium",2023,51487,194,56000,91.94
"Dodger Stadium",2023,42194,156,56000,75.35
"Dodger Stadium",2021,46969,182,56000,83.87
"Dodger Stadium",2024,48395,191,56000,86.42
"Dodger Stadium",2023,42780,164,56000,76.39
"Dodger Stadium",2022,44854,166,56000,80.1
"Dodger Stadium",2024,50182,161,56000,89.61
"Dodger Stadium",2024,47542,140,56000,84.9
"Dodger Stadium",2022,47216,187,56000,84.31
"Dodger Stadium",2021,46520,206,56000,83.07
"Dodger Stadium",2023,52816,155,56000,94.31
"Dodger Stadium",2022,48672,239,56000,86.91
"Dodger Stadium",2022,48018,174,56000,85.75
"Dodger Stadium",2024,45019,197,56000,80.39
"Dodger Stadium",2022,51013,178,56000,91.09
"Dodger Stadium",2021,44654,199,56000,79.74
"Dodger Stadium",2022,51813,159,56000,92.52
"Dodger Stadium",2024,50369,164,56000,89.94
"Dodger Stadium",2024,54070,171,56000,96.55
"Dodger Stadium",2024,50697,149,56000,90.53
"Dodger Stadium",2023,52307,153,56000,93.41
"Dodger Stadium",2021,40100,190,56000,71.61
"Dodger Stadium",2024,51348,135,56000,91.69
"Dodger Stadium",2021,15093,216,56000,26.95
"Dodger Stadium",2022,39324,208,56000,70.22
"Dodger Stadium",2023,45389,161,56000,81.05
"Dodger Stadium",2021,53114,209,56000,94.85
"Dodger Stadium",2023,52534,146,56000,93.81
"Dodger Stadium",2021,45420,192,56000,81.11
"Dodger Stadium",2023,45561,148,56000,81.36
"Dodger Stadium",2023,52624,148,56000,93.97
"Dodger Stadium",2024,44207,151,56000,78.94
"Dodger Stadium",2022,48361,200,56000,86.36
"Dodger Stadium",2023,45933,134,56000,82.02
"Dodger Stadium",2021,52550,175,56000,93.84
"Dodger Stadium",2024,52931,164,56000,94.52
"Dodger Stadium",2021,15021,188,56000,26.82
"Dodger Stadium",2022,50712,258,56000,90.56
"Dodger Stadium",2021,15889,196,56000,28.37
"Dodger Stadium",2022,53222,182,56000,95.04
"Dodger Stadium",2022,44229,183,56000,78.98
"Dodger Stadium",2022,47334,209,56000,84.52
"Dodger Stadium",2022,53432,195,56000,95.41
"Dodger Stadium",2022,35643,181,56000,63.65
"Dodger Stadium",2022,45198,161,56000,80.71
"Dodger Stadium",2022,48093,168,56000,85.88
"Dodger Stadium",2022,52505,175,56000,93.76
"Dodger Stadium",2022,50078,177,56000,89.42
"Dodger Stadium",2022,50041,177,56000,89.36
"Dodger Stadium",2024,44582,156,56000,79.61
"Dodger Stadium",2024,52464,123,56000,93.69
"Dodger Stadium",2021,44630,194,56000,79.7
"Dodger Stadium",2021,52076,178,56000,92.99
"Dodger Stadium",2021,15683,213,56000,28.01
"Dodger Stadium",2022,53302,207,56000,95.18
"Dodger Stadium",2022,52995,190,56000,94.63
"Dodger Stadium",2022,52203,180,56000,93.22
"Dodger Stadium",2024,50824,162,56000,90.76
"Dodger Stadium",2021,15586,177,56000,27.83
"Dodger Stadium",2022,42089,190,56000,75.16
"Dodger Stadium",2022,48076,176,56000,85.85
"Dodger Stadium",2024,46832,139,56000,83.63
"Dodger Stadium",2021,45366,214,56000,81.01
"Dodger Stadium",2023,51334,146,56000,91.67
"Dodger Stadium",2021,48117,159,56000,85.92
"Dodger Stadium",2022,52714,183,56000,94.13
"Dodger Stadium",2023,47069,206,56000,84.05
"Dodger Stadium",2021,15306,194,56000,27.33
"Dodger Stadium",2024,52291,158,56000,93.38
